# size:16 42 ms. 1.52381e+06 B/s, n_iter:1000
64 0.00152381 
# size:32 42 ms. 3.04762e+06 B/s, n_iter:1000
128 0.00304762 
# size:64 42 ms. 6.09524e+06 B/s, n_iter:1000
256 0.00609524 
# size:128 41 ms. 1.24878e+07 B/s, n_iter:1000
512 0.0124878 
# size:256 41 ms. 2.49756e+07 B/s, n_iter:1000
1024 0.0249756 
# size:512 42 ms. 4.87619e+07 B/s, n_iter:1000
2048 0.0487619 
# size:1024 42 ms. 9.75238e+07 B/s, n_iter:1000
4096 0.0975238 
# size:2048 44 ms. 1.86182e+08 B/s, n_iter:1000
8192 0.186182 
# size:4096 46 ms. 3.56174e+08 B/s, n_iter:1000
16384 0.356174 
# size:8192 51 ms. 6.4251e+08 B/s, n_iter:1000
32768 0.64251 
# size:16384 62 ms. 1.05703e+09 B/s, n_iter:1000
65536 1.05703 
# size:32768 83 ms. 1.57918e+09 B/s, n_iter:1000
131072 1.57918 
# size:65536 125 ms. 2.09715e+09 B/s, n_iter:1000
262144 2.09715 
# size:131072 207 ms. 2.53279e+09 B/s, n_iter:1000
524288 2.53279 
# size:262144 220 ms. 2.44032e+09 B/s, n_iter:512
1048576 2.44032 
# size:524288 195 ms. 2.75318e+09 B/s, n_iter:256
2097152 2.75318 
# size:1048576 181 ms. 2.96614e+09 B/s, n_iter:128
4194304 2.96614 
# size:2097152 173 ms. 3.1033e+09 B/s, n_iter:64
8388608 3.1033 
# size:4194304 168 ms. 3.19566e+09 B/s, n_iter:32
16777216 3.19566 
# size:8388608 166 ms. 3.23416e+09 B/s, n_iter:16
33554432 3.23416 
# size:16777216 165 ms. 3.25376e+09 B/s, n_iter:8
67108864 3.25376 
# size:33554432 164 ms. 3.2736e+09 B/s, n_iter:4
134217728 3.2736 
done!
# size:16 24 ms. 2.66667e+06 B/s, n_iter:1000
64 0.00266667 
# size:32 24 ms. 5.33333e+06 B/s, n_iter:1000
128 0.00533333 
# size:64 24 ms. 1.06667e+07 B/s, n_iter:1000
256 0.0106667 
# size:128 24 ms. 2.13333e+07 B/s, n_iter:1000
512 0.0213333 
# size:256 24 ms. 4.26667e+07 B/s, n_iter:1000
1024 0.0426667 
# size:512 24 ms. 8.53333e+07 B/s, n_iter:1000
2048 0.0853333 
# size:1024 25 ms. 1.6384e+08 B/s, n_iter:1000
4096 0.16384 
# size:2048 26 ms. 3.15077e+08 B/s, n_iter:1000
8192 0.315077 
# size:4096 29 ms. 5.64966e+08 B/s, n_iter:1000
16384 0.564966 
# size:8192 34 ms. 9.63765e+08 B/s, n_iter:1000
32768 0.963765 
# size:16384 45 ms. 1.45636e+09 B/s, n_iter:1000
65536 1.45636 
# size:32768 66 ms. 1.98594e+09 B/s, n_iter:1000
131072 1.98594 
# size:65536 107 ms. 2.44994e+09 B/s, n_iter:1000
262144 2.44994 
# size:131072 190 ms. 2.75941e+09 B/s, n_iter:1000
524288 2.75941 
# size:262144 206 ms. 2.60617e+09 B/s, n_iter:512
1048576 2.60617 
# size:524288 190 ms. 2.82564e+09 B/s, n_iter:256
2097152 2.82564 
# size:1048576 178 ms. 3.01613e+09 B/s, n_iter:128
4194304 3.01613 
# size:2097152 172 ms. 3.12134e+09 B/s, n_iter:64
8388608 3.12134 
# size:4194304 168 ms. 3.19566e+09 B/s, n_iter:32
16777216 3.19566 
# size:8388608 166 ms. 3.23416e+09 B/s, n_iter:16
33554432 3.23416 
# size:16777216 165 ms. 3.25376e+09 B/s, n_iter:8
67108864 3.25376 
# size:33554432 165 ms. 3.25376e+09 B/s, n_iter:4
134217728 3.25376 
done!
