# size:16 30 ms. 2.13333e+06 B/s, n_iter:1000
64 0.00213333 
# size:32 27 ms. 4.74074e+06 B/s, n_iter:1000
128 0.00474074 
# size:64 27 ms. 9.48148e+06 B/s, n_iter:1000
256 0.00948148 
# size:128 27 ms. 1.8963e+07 B/s, n_iter:1000
512 0.018963 
# size:256 27 ms. 3.79259e+07 B/s, n_iter:1000
1024 0.0379259 
# size:512 28 ms. 7.31429e+07 B/s, n_iter:1000
2048 0.0731429 
# size:1024 28 ms. 1.46286e+08 B/s, n_iter:1000
4096 0.146286 
# size:2048 30 ms. 2.73067e+08 B/s, n_iter:1000
8192 0.273067 
# size:4096 32 ms. 5.12e+08 B/s, n_iter:1000
16384 0.512 
# size:8192 37 ms. 8.85622e+08 B/s, n_iter:1000
32768 0.885622 
# size:16384 48 ms. 1.36533e+09 B/s, n_iter:1000
65536 1.36533 
# size:32768 69 ms. 1.89959e+09 B/s, n_iter:1000
131072 1.89959 
# size:65536 111 ms. 2.36166e+09 B/s, n_iter:1000
262144 2.36166 
# size:131072 193 ms. 2.71652e+09 B/s, n_iter:1000
524288 2.71652 
# size:262144 296 ms. 1.81375e+09 B/s, n_iter:512
1048576 1.81375 
# size:524288 243 ms. 2.20935e+09 B/s, n_iter:256
2097152 2.20935 
# size:1048576 208 ms. 2.58111e+09 B/s, n_iter:128
4194304 2.58111 
# size:2097152 188 ms. 2.8557e+09 B/s, n_iter:64
8388608 2.8557 
# size:4194304 178 ms. 3.01613e+09 B/s, n_iter:32
16777216 3.01613 
# size:8388608 172 ms. 3.12134e+09 B/s, n_iter:16
33554432 3.12134 
# size:16777216 169 ms. 3.17675e+09 B/s, n_iter:8
67108864 3.17675 
# size:33554432 169 ms. 3.17675e+09 B/s, n_iter:4
134217728 3.17675 
done!
