# size:16 4 ms. 1.6e+07 B/s, n_iter:1000
64 0.016 
# size:32 4 ms. 3.2e+07 B/s, n_iter:1000
128 0.032 
# size:64 4 ms. 6.4e+07 B/s, n_iter:1000
256 0.064 
# size:128 4 ms. 1.28e+08 B/s, n_iter:1000
512 0.128 
# size:256 4 ms. 2.56e+08 B/s, n_iter:1000
1024 0.256 
# size:512 5 ms. 4.096e+08 B/s, n_iter:1000
2048 0.4096 
# size:1024 5 ms. 8.192e+08 B/s, n_iter:1000
4096 0.8192 
# size:2048 7 ms. 1.17029e+09 B/s, n_iter:1000
8192 1.17029 
# size:4096 9 ms. 1.82044e+09 B/s, n_iter:1000
16384 1.82044 
# size:8192 15 ms. 2.18453e+09 B/s, n_iter:1000
32768 2.18453 
# size:16384 26 ms. 2.52062e+09 B/s, n_iter:1000
65536 2.52062 
# size:32768 50 ms. 2.62144e+09 B/s, n_iter:1000
131072 2.62144 
# size:65536 94 ms. 2.78877e+09 B/s, n_iter:1000
262144 2.78877 
# size:131072 183 ms. 2.86496e+09 B/s, n_iter:1000
524288 2.86496 
# size:262144 184 ms. 2.91778e+09 B/s, n_iter:512
1048576 2.91778 
# size:524288 181 ms. 2.96614e+09 B/s, n_iter:256
2097152 2.96614 
# size:1048576 180 ms. 2.98262e+09 B/s, n_iter:128
4194304 2.98262 
# size:2097152 179 ms. 2.99928e+09 B/s, n_iter:64
8388608 2.99928 
# size:4194304 179 ms. 2.99928e+09 B/s, n_iter:32
16777216 2.99928 
# size:8388608 178 ms. 3.01613e+09 B/s, n_iter:16
33554432 3.01613 
# size:16777216 178 ms. 3.01613e+09 B/s, n_iter:8
67108864 3.01613 
# size:33554432 178 ms. 3.01613e+09 B/s, n_iter:4
134217728 3.01613 
# addr: 0x7f55f0000000, size: 134217728
