# size:16 34 ms. 1.88235e+06 B/s, n_iter:1000
64 0.00188235 
# size:32 26 ms. 4.92308e+06 B/s, n_iter:1000
128 0.00492308 
# size:64 26 ms. 9.84615e+06 B/s, n_iter:1000
256 0.00984615 
# size:128 26 ms. 1.96923e+07 B/s, n_iter:1000
512 0.0196923 
# size:256 26 ms. 3.93846e+07 B/s, n_iter:1000
1024 0.0393846 
# size:512 26 ms. 7.87692e+07 B/s, n_iter:1000
2048 0.0787692 
# size:1024 27 ms. 1.51704e+08 B/s, n_iter:1000
4096 0.151704 
# size:2048 28 ms. 2.92571e+08 B/s, n_iter:1000
8192 0.292571 
# size:4096 30 ms. 5.46133e+08 B/s, n_iter:1000
16384 0.546133 
# size:8192 35 ms. 9.36229e+08 B/s, n_iter:1000
32768 0.936229 
# size:16384 46 ms. 1.4247e+09 B/s, n_iter:1000
65536 1.4247 
# size:32768 68 ms. 1.92753e+09 B/s, n_iter:1000
131072 1.92753 
# size:65536 109 ms. 2.40499e+09 B/s, n_iter:1000
262144 2.40499 
# size:131072 192 ms. 2.73067e+09 B/s, n_iter:1000
524288 2.73067 
# size:262144 271 ms. 1.98107e+09 B/s, n_iter:512
1048576 1.98107 
# size:524288 243 ms. 2.20935e+09 B/s, n_iter:256
2097152 2.20935 
# size:1048576 209 ms. 2.56876e+09 B/s, n_iter:128
4194304 2.56876 
# size:2097152 189 ms. 2.84059e+09 B/s, n_iter:64
8388608 2.84059 
# size:4194304 178 ms. 3.01613e+09 B/s, n_iter:32
16777216 3.01613 
# size:8388608 172 ms. 3.12134e+09 B/s, n_iter:16
33554432 3.12134 
# size:16777216 170 ms. 3.15806e+09 B/s, n_iter:8
67108864 3.15806 
# size:33554432 169 ms. 3.17675e+09 B/s, n_iter:4
134217728 3.17675 
done!
